version,m,n,j,RT_j,gaps,steps,μs,r1,c1,j1,r2,c2,j2,r3,c3,j3
gap_enum2,238,3,1,19,1,11,2,0,4,58,0,8,49,0,7,47
gap_enum1,239,3,3,9,1,1,1,0,4,59,0,9,53,0,9,42
gap_enum2,239,3,3,9,1,1,1,0,4,59,0,9,53,0,9,42
gap_enum1,239,3,2,18,3,10,2,0,4,59,0,9,53,0,9,42
gap_enum2,239,3,2,18,2,5,2,0,4,59,0,9,53,0,9,42
gap_enum1,239,3,1,22,4,33,3,0,4,59,0,9,53,0,9,42
gap_enum2,239,3,1,22,2,12,2,0,4,59,0,9,53,0,9,42
gap_enum1,240,3,3,5,1,1,1,0,5,54,0,4,50,0,5,42
gap_enum2,240,3,3,5,1,1,1,0,5,54,0,4,50,0,5,42
gap_enum1,240,3,2,9,3,10,2,0,5,54,0,4,50,0,5,42
gap_enum2,240,3,2,9,2,5,2,0,5,54,0,4,50,0,5,42
gap_enum1,240,3,1,14,4,28,3,0,5,54,0,4,50,0,5,42
gap_enum2,240,3,1,14,2,12,2,0,5,54,0,4,50,0,5,42
gap_enum1,241,3,3,5,1,1,1,0,9,57,0,9,49,0,5,41
gap_enum2,241,3,3,5,1,1,1,0,9,57,0,9,49,0,5,41
gap_enum1,241,3,2,14,3,10,2,0,9,57,0,9,49,0,5,41
gap_enum2,241,3,2,14,2,5,2,0,9,57,0,9,49,0,5,41
gap_enum1,241,3,1,23,4,33,3,0,9,57,0,9,49,0,5,41
gap_enum2,241,3,1,23,2,12,2,0,9,57,0,9,49,0,5,41
gap_enum1,242,3,3,6,1,1,2,0,5,58,0,5,54,0,6,52
gap_enum2,242,3,3,6,1,1,1,0,5,58,0,5,54,0,6,52
gap_enum1,242,3,2,11,2,10,2,0,5,58,0,5,54,0,6,52
gap_enum2,242,3,2,11,1,4,2,0,5,58,0,5,54,0,6,52
gap_enum1,242,3,1,16,3,19,2,0,5,58,0,5,54,0,6,52
gap_enum2,242,3,1,16,1,7,2,0,5,58,0,5,54,0,6,52
gap_enum1,243,3,3,9,1,1,2,0,6,56,0,9,53,0,9,51
gap_enum2,243,3,3,9,1,1,1,0,6,56,0,9,53,0,9,51
gap_enum1,243,3,2,18,2,10,2,0,6,56,0,9,53,0,9,51
gap_enum2,243,3,2,18,1,4,2,0,6,56,0,9,53,0,9,51
gap_enum1,243,3,1,24,3,22,2,0,6,56,0,9,53,0,9,51
gap_enum2,243,3,1,24,1,7,2,0,6,56,0,9,53,0,9,51
gap_enum1,244,3,3,8,1,1,2,0,4,56,0,5,48,0,8,43
gap_enum2,244,3,3,8,1,1,1,0,4,56,0,5,48,0,8,43
gap_enum1,244,3,2,13,2,10,2,0,4,56,0,5,48,0,8,43
gap_enum2,244,3,2,13,1,4,2,0,4,56,0,5,48,0,8,43
gap_enum1,244,3,1,17,4,28,3,0,4,56,0,5,48,0,8,43
gap_enum2,244,3,1,17,1,11,2,0,4,56,0,5,48,0,8,43
gap_enum1,245,3,3,9,1,1,1,0,6,51,0,4,47,0,9,43
gap_enum2,245,3,3,9,1,1,1,0,6,51,0,4,47,0,9,43
gap_enum1,245,3,2,13,2,10,2,0,6,51,0,4,47,0,9,43
gap_enum2,245,3,2,13,1,4,2,0,6,51,0,4,47,0,9,43
gap_enum1,245,3,1,19,3,22,2,0,6,51,0,4,47,0,9,43
gap_enum2,245,3,1,19,1,7,2,0,6,51,0,4,47,0,9,43
gap_enum1,246,3,3,5,1,1,2,0,5,54,0,8,48,0,5,46
gap_enum2,246,3,3,5,1,1,1,0,5,54,0,8,48,0,5,46
gap_enum1,246,3,2,13,2,10,2,0,5,54,0,8,48,0,5,46
gap_enum2,246,3,2,13,1,4,2,0,5,54,0,8,48,0,5,46
gap_enum1,246,3,1,18,4,33,3,0,5,54,0,8,48,0,5,46
gap_enum2,246,3,1,18,1,11,2,0,5,54,0,8,48,0,5,46
gap_enum1,247,3,3,5,1,1,1,0,6,46,0,7,45,0,5,40
gap_enum2,247,3,3,5,1,1,2,0,6,46,0,7,45,0,5,40
gap_enum1,247,3,2,12,2,7,2,0,6,46,0,7,45,0,5,40
gap_enum2,247,3,2,12,1,4,2,0,6,46,0,7,45,0,5,40
gap_enum1,247,3,1,18,4,33,3,0,6,46,0,7,45,0,5,40
gap_enum2,247,3,1,18,1,11,2,0,6,46,0,7,45,0,5,40
gap_enum1,248,3,3,6,1,1,2,0,7,56,0,9,46,0,6,44
gap_enum2,248,3,3,6,1,1,1,0,7,56,0,9,46,0,6,44
gap_enum1,248,3,2,15,2,10,2,0,7,56,0,9,46,0,6,44
gap_enum2,248,3,2,15,1,4,2,0,7,56,0,9,46,0,6,44
gap_enum1,248,3,1,22,4,33,3,0,7,56,0,9,46,0,6,44
gap_enum2,248,3,1,22,1,11,2,0,7,56,0,9,46,0,6,44
gap_enum1,249,3,3,7,1,1,1,0,5,59,0,5,45,0,7,44
gap_enum2,249,3,3,7,1,1,1,0,5,59,0,5,45,0,7,44
gap_enum1,249,3,2,12,2,10,2,0,5,59,0,5,45,0,7,44
gap_enum2,249,3,2,12,1,4,2,0,5,59,0,5,45,0,7,44
gap_enum1,249,3,1,17,5,33,3,0,5,59,0,5,45,0,7,44
gap_enum2,249,3,1,17,2,12,2,0,5,59,0,5,45,0,7,44
gap_enum1,250,3,3,4,1,1,1,0,4,55,0,9,51,0,4,46
gap_enum2,250,3,3,4,1,1,1,0,4,55,0,9,51,0,4,46
gap_enum1,250,3,2,13,3,10,2,0,4,55,0,9,51,0,4,46
gap_enum2,250,3,2,13,2,5,2,0,4,55,0,9,51,0,4,46
gap_enum1,250,3,1,17,4,33,3,0,4,55,0,9,51,0,4,46
gap_enum2,250,3,1,17,2,12,2,0,4,55,0,9,51,0,4,46
gap_enum1,251,3,3,7,1,1,1,0,6,52,0,6,46,0,7,40
gap_enum2,251,3,3,7,1,1,1,0,6,52,0,6,46,0,7,40
gap_enum1,251,3,2,13,2,10,2,0,6,52,0,6,46,0,7,40
gap_enum2,251,3,2,13,1,4,2,0,6,52,0,6,46,0,7,40
gap_enum1,251,3,1,19,4,33,3,0,6,52,0,6,46,0,7,40
gap_enum2,251,3,1,19,1,11,2,0,6,52,0,6,46,0,7,40
gap_enum1,252,3,3,7,1,1,1,0,4,51,0,6,50,0,7,44
gap_enum2,252,3,3,7,1,1,1,0,4,51,0,6,50,0,7,44
gap_enum1,252,3,2,13,2,10,2,0,4,51,0,6,50,0,7,44
gap_enum2,252,3,2,13,1,4,2,0,4,51,0,6,50,0,7,44
gap_enum1,252,3,1,17,3,19,2,0,4,51,0,6,50,0,7,44
gap_enum2,252,3,1,17,1,7,2,0,4,51,0,6,50,0,7,44
gap_enum1,253,3,3,9,1,1,1,0,5,56,0,8,48,0,9,45
gap_enum2,253,3,3,9,1,1,1,0,5,56,0,8,48,0,9,45
gap_enum1,253,3,2,17,2,10,2,0,5,56,0,8,48,0,9,45
gap_enum2,253,3,2,17,1,4,2,0,5,56,0,8,48,0,9,45
gap_enum1,253,3,1,22,4,33,3,0,5,56,0,8,48,0,9,45
gap_enum2,253,3,1,22,1,11,2,0,5,56,0,8,48,0,9,45
gap_enum1,254,3,3,5,1,1,1,0,5,59,0,9,45,0,5,43
gap_enum2,254,3,3,5,1,1,1,0,5,59,0,9,45,0,5,43
gap_enum1,254,3,2,14,2,10,2,0,5,59,0,9,45,0,5,43
gap_enum2,254,3,2,14,1,4,2,0,5,59,0,9,45,0,5,43
gap_enum1,254,3,1,19,5,33,3,0,5,59,0,9,45,0,5,43
gap_enum2,254,3,1,19,2,12,2,0,5,59,0,9,45,0,5,43
gap_enum1,255,3,3,8,1,1,1,0,5,46,0,8,46,0,8,43
gap_enum2,255,3,3,8,1,1,1,0,5,46,0,8,46,0,8,43
gap_enum1,255,3,2,16,2,10,2,0,5,46,0,8,46,0,8,43
gap_enum2,255,3,2,16,1,4,2,0,5,46,0,8,46,0,8,43
gap_enum1,255,3,1,21,3,17,2,0,5,46,0,8,46,0,8,43
gap_enum2,255,3,1,21,1,6,2,0,5,46,0,8,46,0,8,43
gap_enum1,256,3,3,8,1,1,1,0,6,46,0,9,44,0,8,42
gap_enum2,256,3,3,8,1,1,1,0,6,46,0,9,44,0,8,42
gap_enum1,256,3,2,17,2,10,2,0,6,46,0,9,44,0,8,42
gap_enum2,256,3,2,17,1,4,2,0,6,46,0,9,44,0,8,42
gap_enum1,256,3,1,23,3,22,2,0,6,46,0,9,44,0,8,42
gap_enum2,256,3,1,23,1,7,2,0,6,46,0,9,44,0,8,42
gap_enum1,257,3,3,9,1,1,1,0,4,48,0,4,48,0,9,40
gap_enum2,257,3,3,9,1,1,1,0,4,48,0,4,48,0,9,40
gap_enum1,257,3,2,13,2,10,2,0,4,48,0,4,48,0,9,40
gap_enum2,257,3,2,13,1,4,2,0,4,48,0,4,48,0,9,40
gap_enum1,257,3,1,17,3,17,2,0,4,48,0,4,48,0,9,40
gap_enum2,257,3,1,17,1,6,2,0,4,48,0,4,48,0,9,40
gap_enum1,258,3,3,9,1,1,1,0,7,59,0,7,48,0,9,45
gap_enum2,258,3,3,9,1,1,1,0,7,59,0,7,48,0,9,45
gap_enum1,258,3,2,16,2,10,2,0,7,59,0,7,48,0,9,45
gap_enum2,258,3,2,16,1,4,2,0,7,59,0,7,48,0,9,45
gap_enum1,258,3,1,23,4,33,3,0,7,59,0,7,48,0,9,45
gap_enum2,258,3,1,23,1,11,2,0,7,59,0,7,48,0,9,45
gap_enum1,259,3,3,8,1,1,1,0,9,57,0,9,52,0,8,44
gap_enum2,259,3,3,8,1,1,2,0,9,57,0,9,52,0,8,44
gap_enum1,259,3,2,17,2,7,2,0,9,57,0,9,52,0,8,44
gap_enum2,259,3,2,17,1,4,2,0,9,57,0,9,52,0,8,44
gap_enum1,259,3,1,26,4,33,3,0,9,57,0,9,52,0,8,44
gap_enum2,259,3,1,26,1,11,2,0,9,57,0,9,52,0,8,44
gap_enum1,260,3,3,9,1,1,2,0,7,50,0,4,44,0,9,40
gap_enum2,260,3,3,9,1,1,2,0,7,50,0,4,44,0,9,40
gap_enum1,260,3,2,13,2,10,2,0,7,50,0,4,44,0,9,40
gap_enum2,260,3,2,13,1,4,2,0,7,50,0,4,44,0,9,40
gap_enum1,260,3,1,20,4,33,3,0,7,50,0,4,44,0,9,40
gap_enum2,260,3,1,20,1,11,2,0,7,50,0,4,44,0,9,40
gap_enum1,261,3,3,6,1,1,1,0,8,43,0,9,43,0,6,40
gap_enum2,261,3,3,6,1,1,1,0,8,43,0,9,43,0,6,40
gap_enum1,261,3,2,15,2,10,2,0,8,43,0,9,43,0,6,40
gap_enum2,261,3,2,15,1,4,2,0,8,43,0,9,43,0,6,40
gap_enum1,261,3,1,23,3,17,2,0,8,43,0,9,43,0,6,40
gap_enum2,261,3,1,23,1,6,2,0,8,43,0,9,43,0,6,40
gap_enum1,262,3,3,5,1,1,1,0,8,54,0,9,47,0,5,45
gap_enum2,262,3,3,5,1,1,1,0,8,54,0,9,47,0,5,45
gap_enum1,262,3,2,14,2,10,2,0,8,54,0,9,47,0,5,45
gap_enum2,262,3,2,14,1,4,2,0,8,54,0,9,47,0,5,45
gap_enum1,262,3,1,22,4,33,3,0,8,54,0,9,47,0,5,45
gap_enum2,262,3,1,22,1,11,2,0,8,54,0,9,47,0,5,45
gap_enum1,263,3,3,8,1,1,1,0,4,56,0,9,51,0,8,40
gap_enum2,263,3,3,8,1,1,1,0,4,56,0,9,51,0,8,40
gap_enum1,263,3,2,17,3,10,2,0,4,56,0,9,51,0,8,40
gap_enum2,263,3,2,17,2,5,2,0,4,56,0,9,51,0,8,40
gap_enum1,263,3,1,21,4,33,3,0,4,56,0,9,51,0,8,40
gap_enum2,263,3,1,21,2,12,2,0,4,56,0,9,51,0,8,40
gap_enum1,264,3,3,7,1,1,1,0,5,59,0,4,52,0,7,46
gap_enum2,264,3,3,7,1,1,1,0,5,59,0,4,52,0,7,46
gap_enum1,264,3,2,11,2,10,2,0,5,59,0,4,52,0,7,46
gap_enum2,264,3,2,11,1,4,2,0,5,59,0,4,52,0,7,46
gap_enum1,264,3,1,16,5,33,3,0,5,59,0,4,52,0,7,46
gap_enum2,264,3,1,16,2,12,2,0,5,59,0,4,52,0,7,46
gap_enum1,265,3,3,6,1,1,1,0,7,54,0,6,46,0,6,43
gap_enum2,265,3,3,6,1,1,1,0,7,54,0,6,46,0,6,43
gap_enum1,265,3,2,12,2,10,2,0,7,54,0,6,46,0,6,43
gap_enum2,265,3,2,12,1,4,2,0,7,54,0,6,46,0,6,43
gap_enum1,265,3,1,19,4,33,3,0,7,54,0,6,46,0,6,43
gap_enum2,265,3,1,19,1,11,2,0,7,54,0,6,46,0,6,43
gap_enum1,266,3,3,9,1,1,1,0,6,59,0,4,42,0,9,42
gap_enum2,266,3,3,9,1,1,1,0,6,59,0,4,42,0,9,42
gap_enum1,266,3,2,13,2,4,2,0,6,59,0,4,42,0,9,42
gap_enum2,266,3,2,13,1,3,2,0,6,59,0,4,42,0,9,42
gap_enum1,266,3,1,19,5,33,3,0,6,59,0,4,42,0,9,42
gap_enum2,266,3,1,19,2,12,2,0,6,59,0,4,42,0,9,42
gap_enum1,267,3,3,4,1,1,1,0,9,57,0,4,55,0,4,51
gap_enum2,267,3,3,4,1,1,1,0,9,57,0,4,55,0,4,51
gap_enum1,267,3,2,8,2,7,2,0,9,57,0,4,55,0,4,51
gap_enum2,267,3,2,8,1,4,2,0,9,57,0,4,55,0,4,51
gap_enum1,267,3,1,17,4,33,3,0,9,57,0,4,55,0,4,51
gap_enum2,267,3,1,17,1,11,2,0,9,57,0,4,55,0,4,51
gap_enum1,268,3,3,4,1,1,1,0,7,56,0,9,53,0,4,47
gap_enum2,268,3,3,4,1,1,1,0,7,56,0,9,53,0,4,47
gap_enum1,268,3,2,13,3,10,2,0,7,56,0,9,53,0,4,47
gap_enum2,268,3,2,13,2,5,2,0,7,56,0,9,53,0,4,47
gap_enum1,268,3,1,20,4,33,3,0,7,56,0,9,53,0,4,47
gap_enum2,268,3,1,20,2,12,2,0,7,56,0,9,53,0,4,47
gap_enum1,269,3,3,6,1,1,1,0,4,57,0,8,56,0,6,47
gap_enum2,269,3,3,6,1,1,1,0,4,57,0,8,56,0,6,47
gap_enum1,269,3,2,14,3,10,2,0,4,57,0,8,56,0,6,47
gap_enum2,269,3,2,14,2,5,2,0,4,57,0,8,56,0,6,47
gap_enum1,269,3,1,18,4,33,3,0,4,57,0,8,56,0,6,47
gap_enum2,269,3,1,18,2,12,2,0,4,57,0,8,56,0,6,47
gap_enum1,270,3,3,6,1,1,1,0,4,59,0,7,57,0,6,51
gap_enum2,270,3,3,6,1,1,2,0,4,59,0,7,57,0,6,51
gap_enum1,270,3,2,13,2,7,2,0,4,59,0,7,57,0,6,51
gap_enum2,270,3,2,13,1,4,2,0,4,59,0,7,57,0,6,51
gap_enum1,270,3,1,17,4,33,3,0,4,59,0,7,57,0,6,51
gap_enum2,270,3,1,17,1,11,2,0,4,59,0,7,57,0,6,51
gap_enum1,271,3,3,8,1,1,2,0,9,58,0,9,54,0,8,42
gap_enum2,271,3,3,8,1,1,1,0,9,58,0,9,54,0,8,42
gap_enum1,271,3,2,17,3,10,2,0,9,58,0,9,54,0,8,42
gap_enum2,271,3,2,17,2,5,2,0,9,58,0,9,54,0,8,42
gap_enum1,271,3,1,26,4,33,3,0,9,58,0,9,54,0,8,42
gap_enum2,271,3,1,26,2,12,2,0,9,58,0,9,54,0,8,42
gap_enum1,272,3,3,7,1,1,3,0,5,57,0,6,54,0,7,49
gap_enum2,272,3,3,7,1,1,2,0,5,57,0,6,54,0,7,49
gap_enum1,272,3,2,13,2,10,2,0,5,57,0,6,54,0,7,49
gap_enum2,272,3,2,13,1,4,2,0,5,57,0,6,54,0,7,49
gap_enum1,272,3,1,18,4,33,3,0,5,57,0,6,54,0,7,49
gap_enum2,272,3,1,18,1,11,2,0,5,57,0,6,54,0,7,49
gap_enum1,273,3,3,8,1,1,2,0,5,57,0,5,43,0,8,43
gap_enum2,273,3,3,8,1,1,1,0,5,57,0,5,43,0,8,43
gap_enum1,273,3,2,13,2,4,2,0,5,57,0,5,43,0,8,43
gap_enum2,273,3,2,13,1,3,2,0,5,57,0,5,43,0,8,43
gap_enum1,273,3,1,18,5,33,3,0,5,57,0,5,43,0,8,43
gap_enum2,273,3,1,18,2,12,2,0,5,57,0,5,43,0,8,43
gap_enum1,274,3,3,9,1,1,1,0,6,58,0,4,54,0,9,43
gap_enum2,274,3,3,9,1,1,1,0,6,58,0,4,54,0,9,43
gap_enum1,274,3,2,13,3,10,2,0,6,58,0,4,54,0,9,43
gap_enum2,274,3,2,13,2,5,2,0,6,58,0,4,54,0,9,43
gap_enum1,274,3,1,19,4,28,3,0,6,58,0,4,54,0,9,43
gap_enum2,274,3,1,19,2,12,2,0,6,58,0,4,54,0,9,43
gap_enum1,275,3,3,7,1,1,1,0,8,51,0,5,50,0,7,44
gap_enum2,275,3,3,7,1,1,1,0,8,51,0,5,50,0,7,44
gap_enum1,275,3,2,12,2,10,2,0,8,51,0,5,50,0,7,44
gap_enum2,275,3,2,12,1,4,2,0,8,51,0,5,50,0,7,44
gap_enum1,275,3,1,20,3,19,2,0,8,51,0,5,50,0,7,44
gap_enum2,275,3,1,20,1,7,2,0,8,51,0,5,50,0,7,44
gap_enum1,276,3,3,8,1,1,2,0,6,49,0,5,48,0,8,48
gap_enum2,276,3,3,8,1,1,1,0,6,49,0,5,48,0,8,48
gap_enum1,276,3,2,13,2,4,2,0,6,49,0,5,48,0,8,48
gap_enum2,276,3,2,13,1,3,2,0,6,49,0,5,48,0,8,48
gap_enum1,276,3,1,19,3,22,3,0,6,49,0,5,48,0,8,48
gap_enum2,276,3,1,19,1,7,2,0,6,49,0,5,48,0,8,48
gap_enum1,277,3,3,6,1,1,1,0,7,58,0,8,57,0,6,53
gap_enum2,277,3,3,6,1,1,1,0,7,58,0,8,57,0,6,53
gap_enum1,277,3,2,14,2,10,2,0,7,58,0,8,57,0,6,53
gap_enum2,277,3,2,14,1,4,2,0,7,58,0,8,57,0,6,53
gap_enum1,277,3,1,21,3,22,2,0,7,58,0,8,57,0,6,53
gap_enum2,277,3,1,21,1,7,2,0,7,58,0,8,57,0,6,53
gap_enum1,278,3,3,5,1,1,1,0,8,55,0,6,42,0,5,41
gap_enum2,278,3,3,5,1,1,1,0,8,55,0,6,42,0,5,41
gap_enum1,278,3,2,11,2,10,2,0,8,55,0,6,42,0,5,41
gap_enum2,278,3,2,11,1,4,2,0,8,55,0,6,42,0,5,41
gap_enum1,278,3,1,19,5,33,3,0,8,55,0,6,42,0,5,41
gap_enum2,278,3,1,19,2,12,2,0,8,55,0,6,42,0,5,41
gap_enum1,279,3,3,6,1,1,1,0,9,51,0,7,47,0,6,45
gap_enum2,279,3,3,6,1,1,1,0,9,51,0,7,47,0,6,45
gap_enum1,279,3,2,13,2,10,2,0,9,51,0,7,47,0,6,45
gap_enum2,279,3,2,13,1,4,2,0,9,51,0,7,47,0,6,45
gap_enum1,279,3,1,22,3,19,2,0,9,51,0,7,47,0,6,45
gap_enum2,279,3,1,22,1,7,2,0,9,51,0,7,47,0,6,45
gap_enum1,280,3,3,8,1,1,1,0,8,57,0,9,52,0,8,49
gap_enum2,280,3,3,8,1,1,1,0,8,57,0,9,52,0,8,49
gap_enum1,280,3,2,17,2,10,2,0,8,57,0,9,52,0,8,49
gap_enum2,280,3,2,17,1,4,2,0,8,57,0,9,52,0,8,49
gap_enum1,280,3,1,25,3,19,2,0,8,57,0,9,52,0,8,49
gap_enum2,280,3,1,25,1,7,2,0,8,57,0,9,52,0,8,49
gap_enum1,281,3,3,6,1,1,1,0,6,56,0,7,55,0,6,48
gap_enum2,281,3,3,6,1,1,1,0,6,56,0,7,55,0,6,48
gap_enum1,281,3,2,13,3,10,2,0,6,56,0,7,55,0,6,48
gap_enum2,281,3,2,13,2,5,2,0,6,56,0,7,55,0,6,48
gap_enum1,281,3,1,19,4,33,3,0,6,56,0,7,55,0,6,48
gap_enum2,281,3,1,19,2,12,2,0,6,56,0,7,55,0,6,48
gap_enum1,282,3,3,4,1,1,1,0,6,51,0,5,50,0,4,49
gap_enum2,282,3,3,4,1,1,2,0,6,51,0,5,50,0,4,49
gap_enum1,282,3,2,9,2,10,2,0,6,51,0,5,50,0,4,49
gap_enum2,282,3,2,9,1,4,2,0,6,51,0,5,50,0,4,49
gap_enum1,282,3,1,15,3,22,3,0,6,51,0,5,50,0,4,49
gap_enum2,282,3,1,15,1,7,2,0,6,51,0,5,50,0,4,49
gap_enum1,283,3,3,6,1,1,1,0,9,56,0,4,50,0,6,46
gap_enum2,283,3,3,6,1,1,1,0,9,56,0,4,50,0,6,46
gap_enum1,283,3,2,10,2,10,2,0,9,56,0,4,50,0,6,46
gap_enum2,283,3,2,10,1,4,2,0,9,56,0,4,50,0,6,46
gap_enum1,283,3,1,19,4,28,3,0,9,56,0,4,50,0,6,46
gap_enum2,283,3,1,19,1,11,2,0,9,56,0,4,50,0,6,46
gap_enum1,284,3,3,8,1,1,1,0,4,58,0,5,42,0,8,41
gap_enum2,284,3,3,8,1,1,1,0,4,58,0,5,42,0,8,41
gap_enum1,284,3,2,13,2,10,2,0,4,58,0,5,42,0,8,41
gap_enum2,284,3,2,13,1,4,2,0,4,58,0,5,42,0,8,41
gap_enum1,284,3,1,17,5,33,3,0,4,58,0,5,42,0,8,41
gap_enum2,284,3,1,17,2,12,2,0,4,58,0,5,42,0,8,41
gap_enum1,285,3,3,4,1,1,1,0,7,51,0,8,50,0,4,45
gap_enum2,285,3,3,4,1,1,1,0,7,51,0,8,50,0,4,45
gap_enum1,285,3,2,12,3,10,2,0,7,51,0,8,50,0,4,45
gap_enum2,285,3,2,12,2,5,2,0,7,51,0,8,50,0,4,45
gap_enum1,285,3,1,19,4,33,3,0,7,51,0,8,50,0,4,45
gap_enum2,285,3,1,19,2,12,2,0,7,51,0,8,50,0,4,45
gap_enum1,286,3,3,9,1,1,1,0,7,59,0,9,57,0,9,57
gap_enum2,286,3,3,9,1,1,1,0,7,59,0,9,57,0,9,57
gap_enum1,286,3,2,18,2,4,2,0,7,59,0,9,57,0,9,57
gap_enum2,286,3,2,18,1,3,2,0,7,59,0,9,57,0,9,57
gap_enum1,286,3,1,25,3,22,2,0,7,59,0,9,57,0,9,57
gap_enum2,286,3,1,25,1,7,2,0,7,59,0,9,57,0,9,57
gap_enum1,287,3,3,8,1,1,1,0,7,52,0,9,52,0,8,40
gap_enum2,287,3,3,8,1,1,2,0,7,52,0,9,52,0,8,40
gap_enum1,287,3,2,17,3,10,2,0,7,52,0,9,52,0,8,40
gap_enum2,287,3,2,17,2,5,2,0,7,52,0,9,52,0,8,40
gap_enum1,287,3,1,24,4,21,3,0,7,52,0,9,52,0,8,40
gap_enum2,287,3,1,24,2,9,2,0,7,52,0,9,52,0,8,40
gap_enum1,288,3,3,9,1,1,1,0,5,52,0,6,50,0,9,48
gap_enum2,288,3,3,9,1,1,1,0,5,52,0,6,50,0,9,48
gap_enum1,288,3,2,15,2,10,2,0,5,52,0,6,50,0,9,48
gap_enum2,288,3,2,15,1,4,2,0,5,52,0,6,50,0,9,48
gap_enum1,288,3,1,20,3,22,2,0,5,52,0,6,50,0,9,48
gap_enum2,288,3,1,20,1,7,2,0,5,52,0,6,50,0,9,48
gap_enum1,289,3,3,6,1,1,1,0,6,53,0,5,51,0,6,45
gap_enum2,289,3,3,6,1,1,1,0,6,53,0,5,51,0,6,45
gap_enum1,289,3,2,11,2,7,2,0,6,53,0,5,51,0,6,45
gap_enum2,289,3,2,11,1,4,2,0,6,53,0,5,51,0,6,45
gap_enum1,289,3,1,17,4,33,3,0,6,53,0,5,51,0,6,45
gap_enum2,289,3,1,17,1,11,2,0,6,53,0,5,51,0,6,45
gap_enum1,290,3,3,8,1,1,1,0,4,55,0,7,48,0,8,42
gap_enum2,290,3,3,8,1,1,1,0,4,55,0,7,48,0,8,42
gap_enum1,290,3,2,15,2,10,2,0,4,55,0,7,48,0,8,42
gap_enum2,290,3,2,15,1,4,2,0,4,55,0,7,48,0,8,42
gap_enum1,290,3,1,19,4,33,3,0,4,55,0,7,48,0,8,42
gap_enum2,290,3,1,19,1,11,2,0,4,55,0,7,48,0,8,42
gap_enum1,291,3,3,5,1,1,1,0,4,56,0,7,55,0,5,47
gap_enum2,291,3,3,5,1,1,1,0,4,56,0,7,55,0,5,47
gap_enum1,291,3,2,12,3,10,5,0,4,56,0,7,55,0,5,47
gap_enum2,291,3,2,12,2,5,2,0,4,56,0,7,55,0,5,47
gap_enum1,291,3,1,16,4,33,3,0,4,56,0,7,55,0,5,47
gap_enum2,291,3,1,16,2,12,2,0,4,56,0,7,55,0,5,47
gap_enum1,292,3,3,4,1,1,1,0,9,59,0,4,56,0,4,44
gap_enum2,292,3,3,4,1,1,1,0,9,59,0,4,56,0,4,44
gap_enum1,292,3,2,8,3,10,2,0,9,59,0,4,56,0,4,44
gap_enum2,292,3,2,8,2,5,2,0,9,59,0,4,56,0,4,44
gap_enum1,292,3,1,17,4,33,16,0,9,59,0,4,56,0,4,44
gap_enum2,292,3,1,17,2,12,2,0,9,59,0,4,56,0,4,44
gap_enum1,293,3,3,9,1,1,1,0,6,57,0,7,55,0,9,48
gap_enum2,293,3,3,9,1,1,1,0,6,57,0,7,55,0,9,48
gap_enum1,293,3,2,16,2,10,2,0,6,57,0,7,55,0,9,48
gap_enum2,293,3,2,16,1,4,2,0,6,57,0,7,55,0,9,48
gap_enum1,293,3,1,22,3,19,2,0,6,57,0,7,55,0,9,48
gap_enum2,293,3,1,22,1,7,2,0,6,57,0,7,55,0,9,48
gap_enum1,294,3,3,6,1,1,1,0,8,56,0,7,53,0,6,52
gap_enum2,294,3,3,6,1,1,1,0,8,56,0,7,53,0,6,52
gap_enum1,294,3,2,13,2,10,2,0,8,56,0,7,53,0,6,52
gap_enum2,294,3,2,13,1,4,2,0,8,56,0,7,53,0,6,52
gap_enum1,294,3,1,21,3,22,2,0,8,56,0,7,53,0,6,52
gap_enum2,294,3,1,21,1,7,2,0,8,56,0,7,53,0,6,52
gap_enum1,295,3,3,9,1,1,1,0,7,54,0,5,52,0,9,48
gap_enum2,295,3,3,9,1,1,1,0,7,54,0,5,52,0,9,48
gap_enum1,295,3,2,14,2,10,2,0,7,54,0,5,52,0,9,48
gap_enum2,295,3,2,14,1,4,2,0,7,54,0,5,52,0,9,48
gap_enum1,295,3,1,21,3,22,2,0,7,54,0,5,52,0,9,48
gap_enum2,295,3,1,21,1,7,2,0,7,54,0,5,52,0,9,48
gap_enum1,296,3,3,8,1,1,1,0,9,59,0,7,51,0,8,42
gap_enum2,296,3,3,8,1,1,1,0,9,59,0,7,51,0,8,42
gap_enum1,296,3,2,15,3,10,2,0,9,59,0,7,51,0,8,42
gap_enum2,296,3,2,15,2,5,2,0,9,59,0,7,51,0,8,42
gap_enum1,296,3,1,24,5,33,3,0,9,59,0,7,51,0,8,42
gap_enum2,296,3,1,24,3,16,2,0,9,59,0,7,51,0,8,42
gap_enum1,297,3,3,8,1,1,1,0,6,58,0,7,41,0,8,41
gap_enum2,297,3,3,8,1,1,1,0,6,58,0,7,41,0,8,41
gap_enum1,297,3,2,15,2,4,2,0,6,58,0,7,41,0,8,41
gap_enum2,297,3,2,15,1,3,2,0,6,58,0,7,41,0,8,41
gap_enum1,297,3,1,21,5,33,3,0,6,58,0,7,41,0,8,41
gap_enum2,297,3,1,21,2,12,2,0,6,58,0,7,41,0,8,41
gap_enum1,298,3,3,7,1,1,1,0,9,51,0,9,50,0,7,47
gap_enum2,298,3,3,7,1,1,1,0,9,51,0,9,50,0,7,47
